,Positive,Neutral,Negative
399,0.92521226,0.07014844,0.004639178
400,0.516795,0.47872883,0.0044762148
401,0.135429,0.8459306,0.018640488
402,0.041528672,0.9470768,0.011394492
403,0.00880418,0.19455339,0.7966425
404,0.084172115,0.90528876,0.010539058
405,0.92521226,0.07014844,0.004639178
406,0.1397923,0.8470964,0.013111236
407,0.031758647,0.39974245,0.5684989
408,0.97307354,0.02384045,0.0030860514
409,0.92521226,0.07014844,0.004639178
410,0.056845855,0.9282618,0.014892228
411,0.15534535,0.82043415,0.024220461
412,0.059730925,0.91554886,0.024720218
413,0.059730925,0.91554886,0.024720218
414,0.72410464,0.26314083,0.012754584
415,0.022421462,0.64928615,0.32829243
416,0.92521226,0.07014844,0.004639178
417,0.13024566,0.80269927,0.06705502
418,0.00880418,0.19455339,0.7966425
419,0.6719517,0.3227514,0.0052969353
420,0.032831524,0.5630593,0.4041092
421,0.527725,0.45912334,0.013151647
422,0.14575666,0.823587,0.030656373
423,0.26945215,0.6766885,0.053859387
424,0.105914876,0.8671875,0.026897678
425,0.0101931775,0.17808345,0.8117233
426,0.9770199,0.020710623,0.0022693255
427,0.13024566,0.80269927,0.06705502
428,0.7228565,0.23377658,0.043366905
429,0.22805919,0.6846137,0.08732734
430,0.91048515,0.08563858,0.0038761916
431,0.22049634,0.77033764,0.009166133
432,0.13024566,0.80269927,0.06705502
433,0.12711282,0.72736126,0.14552583
434,0.13024566,0.80269927,0.06705502
435,0.02170245,0.7848664,0.19343103
436,0.43365896,0.5621305,0.004210464
437,0.13738558,0.8485163,0.014097904
438,0.92521226,0.07014844,0.004639178
439,0.025723796,0.5912967,0.38297957
440,0.6515365,0.34181857,0.0066450373
441,0.035389006,0.46443054,0.50018036
442,0.49181595,0.50107926,0.0071048094
443,0.08697903,0.894418,0.018602787
444,0.03944219,0.71299076,0.24756697
445,0.11921914,0.8613294,0.019451525
446,0.026580235,0.44245788,0.53096193
447,0.7733678,0.22288978,0.003742283
448,0.014332926,0.09749819,0.888169
449,0.89241725,0.10519041,0.002392454
450,0.5576505,0.43509868,0.0072508142
451,0.5009118,0.4896254,0.009462844
452,0.009084564,0.13899681,0.8519185
453,0.5081435,0.43919465,0.05266198
454,0.007278027,0.14875658,0.84396553
455,0.92521226,0.07014844,0.004639178
456,0.06274036,0.7820559,0.15520367
457,0.012722318,0.22821052,0.7590671
458,0.135429,0.8459306,0.018640488
459,0.04411534,0.92827004,0.027614597
460,0.035812058,0.29798418,0.66620374
461,0.09726301,0.67760026,0.2251367
462,0.08287959,0.8872959,0.029824525
463,0.012729788,0.5424193,0.44485086
464,0.5084348,0.42050928,0.07105602
465,0.09595055,0.8952746,0.008774985
466,0.20180161,0.79297507,0.0052232407
467,0.07493823,0.9095921,0.015469783
468,0.065506026,0.83119345,0.10330038
469,0.04449635,0.93664443,0.018859403
470,0.5140897,0.47828642,0.00762386
471,0.031688422,0.9391067,0.029204836
472,0.05232694,0.93634987,0.011323094
473,0.046584126,0.9235173,0.029898664
474,0.046584126,0.9235173,0.029898664
475,0.047032483,0.34404132,0.6089261
476,0.288724,0.7048768,0.0063992883
477,0.5140897,0.47828642,0.00762386
478,0.38378754,0.61161005,0.0046022437
479,0.33350757,0.631038,0.03545443
480,0.5140897,0.47828642,0.00762386
481,0.050512824,0.44771653,0.5017707
482,0.14376628,0.8029677,0.05326588
483,0.052290574,0.9345975,0.013111985
484,0.029073965,0.84026617,0.13065988
485,0.5140897,0.47828642,0.00762386
486,0.2260303,0.62030023,0.15366948
487,0.006696832,0.0701314,0.92317194
488,0.5140897,0.47828642,0.00762386
489,0.39894152,0.48252288,0.11853564
490,0.047032483,0.34404132,0.6089261
491,0.1955778,0.7415739,0.062848255
492,0.052460797,0.902179,0.045360286
493,0.9294451,0.06819833,0.0023566117
494,0.23705474,0.75815225,0.0047929715
495,0.011470874,0.47960073,0.50892836
496,0.8645063,0.12911643,0.0063773585
497,0.016379004,0.19105688,0.7925641
498,0.029073965,0.84026617,0.13065988
499,0.029073965,0.84026617,0.13065988
500,0.029073965,0.84026617,0.13065988
501,0.13251317,0.81443936,0.05304746
502,0.04573147,0.7960554,0.1582131
503,0.06122349,0.4448116,0.4939649
504,0.023078607,0.7246483,0.25227296
505,0.07266303,0.4686228,0.45871413
506,0.30260688,0.69162107,0.005772023
507,0.10365392,0.88579947,0.010546624
508,0.26259345,0.72992826,0.007478162
509,0.0483801,0.9275016,0.024118304
510,0.12804043,0.8553286,0.01663087
511,0.32228616,0.67421913,0.0034945244
512,0.93440735,0.061843764,0.0037487731
513,0.823638,0.17298058,0.0033813613
514,0.41531932,0.54854447,0.03613624
515,0.031812835,0.27799973,0.6901875
516,0.18354481,0.8107753,0.0056798244
517,0.00807049,0.09154222,0.90038735
518,0.9770199,0.020710623,0.0022693255
519,0.031281248,0.22076066,0.74795806
520,0.041958477,0.34261492,0.61542666
521,0.16428922,0.8210673,0.0146435425
522,0.06893388,0.91149735,0.019568762
523,0.028325133,0.45488623,0.51678866
524,0.011716996,0.2598226,0.7284604
525,0.029193625,0.65954614,0.31126025
526,0.013465996,0.20428461,0.7822494
527,0.018948657,0.2215774,0.759474
528,0.09118266,0.8919899,0.01682751
529,0.92521226,0.07014844,0.004639178
530,0.027146565,0.393753,0.57910055
531,0.64434516,0.3447253,0.010929739
532,0.11766468,0.8123706,0.06996481
533,0.91297317,0.08118665,0.00584015
534,0.011041526,0.1343224,0.85463613
535,0.5009118,0.4896254,0.009462844
536,0.59299797,0.36138982,0.045612212
537,0.037651293,0.85627097,0.10607775
538,0.5525305,0.4406695,0.006799996
539,0.021063844,0.50305635,0.47587973
540,0.012452056,0.40595368,0.5815943
541,0.056444768,0.8421997,0.101355515
542,0.80834955,0.18819281,0.0034577402
543,0.01951455,0.5417751,0.43871036
544,0.46260455,0.529119,0.008276427
545,0.2186791,0.7254366,0.055884216
546,0.052564904,0.8300081,0.11742703
547,0.22436301,0.6716615,0.10397545
548,0.025863467,0.7284201,0.24571641
549,0.29147625,0.64689016,0.061633468
550,0.47273096,0.5003939,0.026875077
551,0.071395725,0.5961961,0.33240813
552,0.03183639,0.4560556,0.5121078
553,0.06652287,0.9125397,0.020937335
554,0.031981356,0.67633724,0.29168138
555,0.05358318,0.32782394,0.618593
556,0.25735286,0.635831,0.10681625
557,0.008156813,0.14949337,0.84234977
558,0.009846598,0.11559535,0.87455785
559,0.25735286,0.635831,0.10681625
560,0.06523134,0.86305183,0.07171693
561,0.40424347,0.58914995,0.006606712
562,0.25735286,0.635831,0.10681625
563,0.035422873,0.567463,0.39711416
564,0.8419836,0.15197706,0.0060394243
565,0.04273779,0.8903134,0.066948764
566,0.25735286,0.635831,0.10681625
567,0.48913804,0.46542194,0.045440067
568,0.25735286,0.635831,0.10681625
569,0.05848942,0.9165466,0.024964131
570,0.25735286,0.635831,0.10681625
571,0.08790874,0.8929505,0.019140836
572,0.13427086,0.84954476,0.016184326
573,0.042663015,0.9324824,0.024854671
574,0.5393307,0.45099232,0.009676963
575,0.5009118,0.4896254,0.009462844
576,0.25735286,0.635831,0.10681625
577,0.8809482,0.113844275,0.0052075833
578,0.5009118,0.4896254,0.009462844
579,0.12025797,0.87308085,0.0066611976
580,0.29147625,0.64689016,0.061633468
581,0.25735286,0.635831,0.10681625
582,0.006254773,0.14145903,0.85228634
583,0.29011893,0.68417907,0.025702031
584,0.10846924,0.88037235,0.01115838
585,0.065927744,0.5305796,0.4034925
586,0.26398024,0.6729045,0.063115254
587,0.03183639,0.4560556,0.5121078
588,0.64434516,0.3447253,0.010929739
589,0.032990955,0.8769698,0.09003929
590,0.48756918,0.48522007,0.027210802
591,0.023500346,0.64151555,0.33498406
592,0.25735286,0.635831,0.10681625
593,0.25735286,0.635831,0.10681625
594,0.0073030433,0.12447729,0.86821973
595,0.04998071,0.5783503,0.371669
596,0.25735286,0.635831,0.10681625
597,0.056533877,0.50921905,0.43424705
598,0.7376043,0.251803,0.010592644
599,0.071395725,0.5961961,0.33240813
600,0.9589509,0.037277505,0.0037716376
601,0.085137226,0.89423573,0.02062707
602,0.013763801,0.31365436,0.67258185
603,0.047009435,0.8642335,0.08875711
604,0.1406414,0.7624427,0.09691602
605,0.032990955,0.8769698,0.09003929
606,0.012729788,0.5424193,0.44485086
607,0.08570094,0.86224043,0.052058626
608,0.23305234,0.7564707,0.010476966
609,0.045159407,0.8850396,0.069800965
610,0.8751463,0.11834108,0.006512748
611,0.5009118,0.4896254,0.009462844
612,0.0055090683,0.065705135,0.92878586
613,0.061317652,0.8859954,0.052686922
614,0.071395725,0.5961961,0.33240813
615,0.8815941,0.09038133,0.028024489
616,0.014866395,0.42309862,0.562035
617,0.015322355,0.39941597,0.5852617
618,0.03183639,0.4560556,0.5121078
619,0.8912278,0.09850993,0.010262205
620,0.8089947,0.18230686,0.008698497
621,0.8632375,0.12838581,0.008376503
622,0.077834114,0.9119775,0.010188284
623,0.049144834,0.9232458,0.027609205
624,0.012388373,0.15373443,0.8338772
625,0.7611084,0.23419164,0.0047000116
626,0.03183639,0.4560556,0.5121078
627,0.11239985,0.85143787,0.03616231
628,0.08250669,0.5741056,0.3433878
629,0.056734495,0.9164171,0.026848262
630,0.056734495,0.9164171,0.026848262
631,0.48775128,0.4843493,0.02789935
632,0.29011893,0.68417907,0.025702031
633,0.04063007,0.6610903,0.29827967
634,0.071395725,0.5961961,0.33240813
635,0.64434516,0.3447253,0.010929739
636,0.13251317,0.81443936,0.05304746
637,0.049108744,0.2896287,0.6612625
638,0.2724134,0.7201002,0.007486397
639,0.08850156,0.8054067,0.10609168
640,0.29011893,0.68417907,0.025702031
641,0.05538215,0.769628,0.17498979
642,0.045662418,0.65767276,0.29666477
643,0.071395725,0.5961961,0.33240813
644,0.049764294,0.82370305,0.12653254
645,0.5009118,0.4896254,0.009462844
646,0.9137274,0.07607939,0.010193217
647,0.08771823,0.8954389,0.016842853
648,0.08642289,0.5743695,0.33920777
649,0.13251317,0.81443936,0.05304746
650,0.047032483,0.34404132,0.6089261
651,0.16157073,0.8227947,0.015634479
652,0.047032483,0.34404132,0.6089261
653,0.03374205,0.25699547,0.70926243
654,0.25359353,0.73548895,0.010917271
655,0.035037648,0.9432572,0.02170521
656,0.032152757,0.5390803,0.4287669
657,0.066529475,0.84749144,0.08597911
658,0.024334447,0.5760185,0.39964697
659,0.07877113,0.9130164,0.008212489
660,0.0934539,0.8965496,0.009996386
661,0.92521226,0.07014844,0.004639178
662,0.3123924,0.64929503,0.038312625
663,0.037585918,0.82520795,0.13720612
664,0.11840506,0.8402232,0.041371796
665,0.024227943,0.5067985,0.46897346
666,0.11840506,0.8402232,0.041371796
667,0.69775987,0.2920443,0.010195998
668,0.8751463,0.11834108,0.006512748
669,0.11840506,0.8402232,0.041371796
670,0.11840506,0.8402232,0.041371796
671,0.11840506,0.8402232,0.041371796
672,0.11840506,0.8402232,0.041371796
673,0.12628552,0.8571369,0.0165776
674,0.12809591,0.8259877,0.04591626
675,0.045431193,0.92709315,0.027475594
676,0.12809591,0.8259877,0.04591626
677,0.12809591,0.8259877,0.04591626
678,0.12809591,0.8259877,0.04591626
679,0.1337207,0.8460695,0.02020985
680,0.12809591,0.8259877,0.04591626
681,0.12809591,0.8259877,0.04591626
682,0.84963024,0.14708759,0.0032821097
683,0.094451256,0.86111486,0.044433862
684,0.55466247,0.3925117,0.052825935
685,0.094451256,0.86111486,0.044433862
686,0.12751707,0.8532095,0.019273425
687,0.094451256,0.86111486,0.044433862
688,0.15174782,0.819952,0.028300101
689,0.16410775,0.8261965,0.009695743
690,0.094451256,0.86111486,0.044433862
691,0.094451256,0.86111486,0.044433862
692,0.24343206,0.75001174,0.0065562334
693,0.007495949,0.06643396,0.92607003
694,0.094451256,0.86111486,0.044433862
695,0.008025013,0.10178422,0.8901906
696,0.010306242,0.13336805,0.85632575
697,0.48775128,0.4843493,0.02789935
698,0.13251317,0.81443936,0.05304746
