,Positive,Neutral,Negative
211,0.33776522,0.6496773,0.012557573
212,0.039561838,0.67128366,0.28915453
213,0.01700418,0.6027888,0.380207
214,0.6671107,0.32889548,0.0039937655
215,0.6068354,0.38531244,0.007852114
216,0.51679504,0.47872865,0.0044762106
217,0.967528,0.030228715,0.002243252
218,0.11409532,0.8701357,0.015769158
219,0.03011631,0.80664986,0.16323379
220,0.51591694,0.45601416,0.028069012
221,0.20719591,0.78082377,0.011980217
222,0.51679504,0.47872865,0.0044762106
223,0.060562868,0.36046046,0.5789767
224,0.058856133,0.9139424,0.027201591
225,0.135429,0.8459306,0.018640481
226,0.084172025,0.9052889,0.010539062
227,0.04848194,0.93024445,0.021273581
228,0.33375606,0.65072507,0.015518878
229,0.059730932,0.91554886,0.024720218
230,0.059730932,0.91554886,0.024720218
231,0.017220495,0.2981245,0.684655
232,0.24402599,0.74804735,0.007926551
233,0.28165627,0.698082,0.020261832
234,0.9484815,0.0497161,0.0018022509
235,0.59033424,0.40166077,0.008004914
236,0.3514835,0.6397348,0.00878164
237,0.02746501,0.32422063,0.6483143
238,0.060562868,0.36046046,0.5789767
239,0.060562868,0.36046046,0.5789767
240,0.6719518,0.3227513,0.00529693
241,0.060562868,0.36046046,0.5789767
242,0.53113604,0.4375462,0.031317726
243,0.9770199,0.020710606,0.0022693244
244,0.22049648,0.77033734,0.009166133
245,0.021702424,0.7848658,0.1934318
246,0.33471107,0.6560787,0.009210357
247,0.1373854,0.8485166,0.014097889
248,0.6515365,0.3418185,0.0066450275
249,0.4918158,0.50107926,0.0071048164
250,0.08697903,0.894418,0.018602803
251,0.039442137,0.7129904,0.24756734
252,0.11921925,0.8613293,0.019451506
253,0.6129265,0.3794145,0.007659058
254,0.026580242,0.44245803,0.53096175
255,0.55764997,0.43509933,0.0072508142
256,0.135429,0.8459306,0.018640481
257,0.20180169,0.79297507,0.005223248
258,0.07493832,0.909592,0.015469791
259,0.2291687,0.76033336,0.010497904
260,0.61824644,0.3741265,0.007627126
261,0.060562868,0.36046046,0.5789767
262,0.050512824,0.44771668,0.5017705
263,0.060298223,0.5500102,0.38969162
264,0.0600558,0.91668504,0.023259247
265,0.05326833,0.9310171,0.015714498
266,0.90409565,0.08753911,0.008365255
267,0.6145463,0.37769884,0.0077548707
268,0.080843374,0.91450435,0.0046522683
269,0.10181267,0.88195807,0.016229402
270,0.12978898,0.8560245,0.014186485
271,0.9554783,0.04208328,0.002438452
272,0.0568349,0.58583313,0.35733193
273,0.103653885,0.88579947,0.010546634
274,0.025728257,0.86997485,0.1042968
275,0.26259392,0.7299279,0.0074781557
276,0.12804055,0.8553285,0.016630862
277,0.0999544,0.7421539,0.1578917
278,0.41531992,0.5485439,0.036136117
279,0.9770199,0.020710606,0.0022693244
280,0.37482518,0.6112183,0.013956511
281,0.3133833,0.6698243,0.016792428
282,0.5909764,0.40124744,0.0077760806
283,0.30595934,0.69102794,0.0030127668
284,0.013465982,0.20428441,0.7822496
285,0.01894868,0.22157767,0.7594737
286,0.91297346,0.081186496,0.0058401395
287,0.08445607,0.86871016,0.046833877
288,0.029582364,0.81722724,0.15319031
289,0.09517942,0.610594,0.29422665
290,0.5584861,0.43373907,0.007774865
291,0.045813534,0.78812325,0.16606319
292,0.29147634,0.6468903,0.06163342
293,0.045813534,0.78812325,0.16606319
294,0.2573529,0.6358308,0.10681633
295,0.059613433,0.41259494,0.5277916
296,0.3509988,0.6370243,0.011976916
297,0.2573529,0.6358308,0.10681633
298,0.2573529,0.6358308,0.10681633
299,0.2573529,0.6358308,0.10681633
300,0.2573529,0.6358308,0.10681633
301,0.039535258,0.9266604,0.033804435
302,0.2573529,0.6358308,0.10681633
303,0.13427106,0.84954476,0.016184295
304,0.366331,0.62819564,0.005473223
305,0.2573529,0.6358308,0.10681633
306,0.8930024,0.10525867,0.0017390026
307,0.29147634,0.6468903,0.06163342
308,0.2573529,0.6358308,0.10681633
309,0.006254773,0.14145906,0.8522861
310,0.045813534,0.78812325,0.16606319
311,0.48756912,0.48522002,0.02721079
312,0.2573529,0.6358308,0.10681633
313,0.2573529,0.6358308,0.10681633
314,0.049980734,0.5783501,0.371669
315,0.2573529,0.6358308,0.10681633
316,0.1165548,0.7887896,0.0946557
317,0.056533765,0.50921863,0.43424764
318,0.7376042,0.25180307,0.010592669
319,0.61307025,0.37916175,0.007768076
320,0.045813534,0.78812325,0.16606319
321,0.045813534,0.78812325,0.16606319
322,0.045813534,0.78812325,0.16606319
323,0.1165548,0.7887896,0.0946557
324,0.024151176,0.5761433,0.39970544
325,0.061317757,0.8859954,0.052686833
326,0.8262589,0.16628486,0.0074561615
327,0.07783408,0.9119775,0.010188289
328,0.08244996,0.9077054,0.0098446915
329,0.05673452,0.9164171,0.02684825
330,0.05673452,0.9164171,0.02684825
331,0.04063014,0.66109073,0.2982792
332,0.049108606,0.28962815,0.66126317
333,0.0885015,0.80540687,0.10609159
334,0.07436576,0.91709936,0.008534947
335,0.6115681,0.3807151,0.007716759
336,0.70050377,0.26447698,0.035019226
337,0.12366117,0.861876,0.014462853
338,0.23048393,0.75416553,0.015350384
339,0.23048393,0.75416553,0.015350384
340,0.23048393,0.75416553,0.015350384
341,0.23048393,0.75416553,0.015350384
342,0.09345368,0.8965499,0.009996386
343,0.23048393,0.75416553,0.015350384
344,0.23048393,0.75416553,0.015350384
345,0.9417687,0.055369966,0.002861476
346,0.12628579,0.85713667,0.016577585
347,0.026759867,0.40897164,0.56426865
348,0.13372086,0.8460695,0.020209841
349,0.8496306,0.14708728,0.0032821067
350,0.09445113,0.86111486,0.044433903
351,0.09445113,0.86111486,0.044433903
352,0.12751706,0.85320956,0.019273436
353,0.09445113,0.86111486,0.044433903
354,0.16410798,0.8261964,0.009695725
355,0.09445113,0.86111486,0.044433903
356,0.09445113,0.86111486,0.044433903
357,0.09445113,0.86111486,0.044433903
358,0.51591694,0.45601416,0.028069012
359,0.23207846,0.6703574,0.09756423
360,0.06026859,0.9140544,0.025677076
361,0.06026859,0.9140544,0.025677076
362,0.025756197,0.29113308,0.68311083
363,0.51591694,0.45601416,0.028069012
364,0.024213897,0.8600768,0.11570928
365,0.03093141,0.8305232,0.13854535
366,0.6067051,0.3856353,0.0076596793
367,0.7376042,0.25180307,0.010592669
368,0.51591694,0.45601416,0.028069012
369,0.07783408,0.9119775,0.010188289
370,0.40221676,0.58924514,0.008538091
371,0.2573529,0.6358308,0.10681633
372,0.51591694,0.45601416,0.028069012
373,0.51591694,0.45601416,0.028069012
374,0.22292225,0.7684543,0.008623235
375,0.043834947,0.93205446,0.024110448
376,0.16410798,0.8261964,0.009695725
377,0.91297346,0.081186496,0.0058401395
378,0.253199,0.72889316,0.01790773
379,0.053820267,0.9195793,0.026600283
380,0.93905944,0.055728626,0.0052118963
381,0.07783408,0.9119775,0.010188289
382,0.2573529,0.6358308,0.10681633
383,0.2573529,0.6358308,0.10681633
384,0.2573529,0.6358308,0.10681633
385,0.2573529,0.6358308,0.10681633
386,0.2573529,0.6358308,0.10681633
387,0.9770199,0.020710606,0.0022693244
388,0.2573529,0.6358308,0.10681633
389,0.2573529,0.6358308,0.10681633
390,0.2573529,0.6358308,0.10681633
391,0.2573529,0.6358308,0.10681633
392,0.2573529,0.6358308,0.10681633
393,0.083989084,0.86012655,0.055884294
394,0.2573529,0.6358308,0.10681633
395,0.2573529,0.6358308,0.10681633
396,0.2573529,0.6358308,0.10681633
397,0.7376042,0.25180307,0.010592669
398,0.01168863,0.2649992,0.7233121
399,0.2573529,0.6358308,0.10681633
400,0.60236204,0.39017168,0.0074663153
401,0.01837604,0.65971166,0.32191226
402,0.27513555,0.71345454,0.011409754
403,0.22049648,0.77033734,0.009166133
404,0.1504859,0.8392402,0.010273986
405,0.14230211,0.66861784,0.1890801
406,0.9491373,0.043854028,0.007008728
407,0.14709061,0.83467,0.01823931
408,0.7376042,0.25180307,0.010592669
409,0.3133833,0.6698243,0.016792428
410,0.33471107,0.6560787,0.009210357
411,0.028039115,0.7123092,0.25965166
412,0.110459015,0.6871139,0.20242703
413,0.13252631,0.7226151,0.14485855
414,0.23634098,0.74062175,0.023037277
415,0.28494433,0.7027571,0.012298613
416,0.58766246,0.4041082,0.008229219
417,0.039994523,0.38381118,0.5761944
418,0.10416224,0.8827445,0.013093154
419,0.036092263,0.77236,0.19154769
420,0.06220387,0.73209125,0.20570488
421,0.11753739,0.8479066,0.034556076
422,0.025147945,0.4363458,0.53850627
423,0.08836285,0.9030004,0.008636618
424,0.98295045,0.015188717,0.001860846
425,0.3414323,0.6541261,0.004441639
426,0.11577102,0.8671115,0.01711726
427,0.13869222,0.85168487,0.009622979
428,0.7376042,0.25180307,0.010592669
429,0.15861434,0.8301599,0.011225762
430,0.366331,0.62819564,0.005473223
431,0.083989084,0.86012655,0.055884294
432,0.82457715,0.16673705,0.008685813
433,0.12196367,0.86627936,0.011756927
434,0.14427543,0.8441792,0.01154519
435,0.12663536,0.86131006,0.0120544825
436,0.12663536,0.86131006,0.0120544825
437,0.605981,0.3867144,0.0073047564
438,0.2573529,0.6358308,0.10681633
439,0.012694242,0.23311843,0.7541874
440,0.2573529,0.6358308,0.10681633
441,0.11479575,0.8692917,0.015912501
442,0.5023331,0.49165902,0.0060079554
443,0.2573529,0.6358308,0.10681633
444,0.5489357,0.4435838,0.007480584
445,0.2573529,0.6358308,0.10681633
446,0.2573529,0.6358308,0.10681633
447,0.7376042,0.25180307,0.010592669
448,0.08743219,0.8610884,0.0514794
449,0.2573529,0.6358308,0.10681633
450,0.2573529,0.6358308,0.10681633
451,0.10961026,0.8811049,0.009284893
452,0.8254362,0.15887706,0.015686685
453,0.2573529,0.6358308,0.10681633
454,0.19910952,0.79287237,0.008018141
455,0.2573529,0.6358308,0.10681633
456,0.2573529,0.6358308,0.10681633
457,0.14236994,0.8421245,0.0155054815
458,0.2573529,0.6358308,0.10681633
459,0.2573529,0.6358308,0.10681633
460,0.46799433,0.4556519,0.07635374
461,0.2573529,0.6358308,0.10681633
462,0.2573529,0.6358308,0.10681633
463,0.02396325,0.79740727,0.17862943
464,0.07349727,0.9176452,0.008857396
465,0.2573529,0.6358308,0.10681633
466,0.2573529,0.6358308,0.10681633
467,0.2573529,0.6358308,0.10681633
468,0.43616518,0.5540831,0.009751698
469,0.2573529,0.6358308,0.10681633
470,0.047230482,0.29932332,0.65344626
471,0.11753739,0.8479066,0.034556076
472,0.19749127,0.7571221,0.04538647
473,0.018464161,0.31405228,0.66748345
474,0.588562,0.40375227,0.007685729
475,0.026256477,0.41609848,0.55764496
476,0.9690616,0.029158108,0.0017803896
477,0.3075482,0.6871336,0.005318339
478,0.5155864,0.48075026,0.0036633476
479,0.44879487,0.54546857,0.005736722
480,0.35437265,0.6133513,0.032276023
481,0.15843172,0.69618195,0.14538626
482,0.120113544,0.86292326,0.016963154
483,0.032072663,0.6155607,0.3523666
484,0.366331,0.62819564,0.005473223
485,0.023440422,0.25151074,0.72504866
486,0.083989084,0.86012655,0.055884294
487,0.019199943,0.54658896,0.43421108
488,0.6403805,0.35203603,0.007583582
489,0.0068976674,0.094203115,0.8988992
490,0.03043617,0.5987291,0.37083468
491,0.07841705,0.75557953,0.16600344
492,0.016756048,0.26055002,0.722694
493,0.012502777,0.19723698,0.79026026
494,0.048795715,0.6696816,0.28152272
495,0.603262,0.3891232,0.0076147774
496,0.0100934785,0.27796474,0.7119418
497,0.33101305,0.6611479,0.007839077
498,0.026759867,0.40897164,0.56426865
499,0.044397946,0.9285985,0.027003577
500,0.045113824,0.92672294,0.028163293
501,0.36998054,0.62327135,0.006748143
502,0.12945229,0.8556873,0.014860377
503,0.15607488,0.7844513,0.0594738
504,0.12654647,0.86492664,0.00852689
505,0.10710776,0.8124051,0.080487125
506,0.58602816,0.4057726,0.008199186
507,0.5479359,0.4462939,0.005770358
508,0.075877815,0.8760851,0.04803711
509,0.94636554,0.050360456,0.0032739895
510,0.19578592,0.78794426,0.016269835
511,0.33776522,0.6496773,0.012557573
512,0.08783231,0.77840495,0.13376269
513,0.053012893,0.6868512,0.26013592
514,0.084503,0.88460135,0.030895619
515,0.4918158,0.50107926,0.0071048164
516,0.080843374,0.91450435,0.0046522683
517,0.14968377,0.83073,0.019586172
518,0.93188626,0.06260178,0.0055119535
519,0.1497297,0.8377762,0.012494171
520,0.25367868,0.7363886,0.009932683
521,0.073033415,0.90938896,0.01757758
522,0.026759867,0.40897164,0.56426865
523,0.063026495,0.9223737,0.014599876
524,0.6155728,0.3770321,0.00739498
525,0.10226926,0.8650859,0.03264493
526,0.3696609,0.6260672,0.004271849
527,0.05726493,0.9261654,0.0165695
528,0.93905944,0.055728626,0.0052118963
529,0.045939706,0.9026133,0.051447097
530,0.03736057,0.8051004,0.15753901
531,0.09072124,0.89161164,0.017667124
532,0.1103616,0.8200973,0.06954101
533,0.048795715,0.6696816,0.28152272
534,0.13353273,0.85050553,0.015961707
535,0.0627095,0.70192975,0.2353608
536,0.113968596,0.86426127,0.02177023
537,0.5949426,0.3802589,0.024798589
538,0.11086109,0.87911373,0.010025189
539,0.039442137,0.7129904,0.24756734
540,0.16492316,0.82464963,0.010427301
541,0.049376562,0.5797538,0.37086964
542,0.13639127,0.8489403,0.014668408
543,0.11921925,0.8613293,0.019451506
544,0.1238333,0.8549503,0.021216339
545,0.011517449,0.14672111,0.84176135
546,0.13342783,0.84675777,0.019814312
547,0.058383245,0.6009895,0.34062713
548,0.029747223,0.49918932,0.47106346
549,0.61402476,0.3725864,0.013388767
550,0.51434875,0.47538972,0.010261506
551,0.016633788,0.23569791,0.7476683
552,0.58846533,0.40397766,0.0075568804
553,0.25321078,0.73839176,0.008397507
554,0.29108343,0.6795148,0.029401682
555,0.026759867,0.40897164,0.56426865
556,0.08836285,0.9030004,0.008636618
557,0.026759867,0.40897164,0.56426865
558,0.03460876,0.45379663,0.51159465
559,0.120366074,0.856259,0.023374854
560,0.16511078,0.8227534,0.012135732
561,0.056369808,0.9233324,0.020297747
562,0.6245095,0.36826423,0.0072262185
563,0.024776427,0.38272697,0.5924966
564,0.6810329,0.31540436,0.0035627831
565,0.5589847,0.42682102,0.014194347
566,0.3025863,0.6853501,0.012063493
567,0.060775038,0.6158853,0.32333958
568,0.89851916,0.09444217,0.007038589
569,0.4943732,0.4939869,0.01163973
570,0.0522763,0.81894183,0.12878191
571,0.15789264,0.82529294,0.016814357
572,0.04787514,0.88688046,0.06524428
573,0.15249254,0.83307135,0.014436176
574,0.22638953,0.7685544,0.0050561
575,0.22643645,0.7473174,0.026246026
576,0.07841705,0.75557953,0.16600344
577,0.06888251,0.7174783,0.21363929
578,0.1078197,0.8317125,0.060467843
579,0.027776623,0.75731075,0.21491253
580,0.6822987,0.3123138,0.0053873155
581,0.012356254,0.23586716,0.75177646
582,0.030330652,0.9523811,0.017288117
583,0.042786848,0.92127115,0.035941973
584,0.9770199,0.020710606,0.0022693244
585,0.68886936,0.30816278,0.0029679257
586,0.5314789,0.4639112,0.004609832
587,0.10017765,0.87994874,0.019873505
588,0.76466316,0.22753327,0.0078036687
589,0.6174564,0.37498397,0.0075596776
590,0.20838149,0.77509975,0.016518814
591,0.96986246,0.028069993,0.0020675533
592,0.67085797,0.32525718,0.003884777
593,0.49793538,0.49617362,0.005891021
594,0.91297346,0.081186496,0.0058401395
595,0.102324024,0.8683579,0.02931814
596,0.068865195,0.9158361,0.0152987065
597,0.075877815,0.8760851,0.04803711
598,0.16552691,0.82527465,0.009198349
599,0.32278973,0.66764486,0.009565509
600,0.18820962,0.7982258,0.013564454
601,0.028058158,0.35614705,0.61579466
602,0.4952361,0.4984032,0.00636068
603,0.03043617,0.5987291,0.37083468
604,0.039923225,0.5681077,0.39196908
605,0.052024607,0.8514975,0.096477844
606,0.828104,0.13827965,0.03361627
607,0.03591271,0.94159555,0.022491697
608,0.08912375,0.89340335,0.017472947
609,0.62520516,0.36752686,0.0072680353
610,0.98493236,0.013628322,0.001439342
611,0.081861265,0.68076557,0.2373731
612,0.09328919,0.88759476,0.019116228
613,0.017946323,0.21727945,0.76477414
614,0.07752911,0.9126448,0.009826138
615,0.37286168,0.6200617,0.0070765666
616,0.13166152,0.854948,0.013390516
617,0.10465778,0.8836253,0.0117169
618,0.03115413,0.48121735,0.48762864
619,0.27349496,0.71360165,0.012903373
620,0.14027975,0.7800941,0.07962619
621,0.14968596,0.8368499,0.013464006
622,0.5124832,0.44058633,0.046930574
623,0.09237051,0.8518846,0.055744912
624,0.081169315,0.90405303,0.014777652
625,0.75260645,0.24368165,0.0037117617
626,0.13859323,0.43102723,0.4303796
627,0.07061581,0.2987529,0.63063127
628,0.22635263,0.4784319,0.29521546
629,0.08836285,0.9030004,0.008636618
630,0.04107408,0.93157244,0.027353575
631,0.08836285,0.9030004,0.008636618
632,0.08836285,0.9030004,0.008636618
633,0.08836285,0.9030004,0.008636618
634,0.08836285,0.9030004,0.008636618
635,0.08836285,0.9030004,0.008636618
636,0.08836285,0.9030004,0.008636618
637,0.08836285,0.9030004,0.008636618
638,0.08836285,0.9030004,0.008636618
639,0.08836285,0.9030004,0.008636618
640,0.08836285,0.9030004,0.008636618
641,0.08836285,0.9030004,0.008636618
642,0.08836285,0.9030004,0.008636618
643,0.08836285,0.9030004,0.008636618
644,0.33865032,0.6338754,0.027474191
645,0.5978916,0.3946409,0.007467565
646,0.09758754,0.63645107,0.26596144
647,0.073893845,0.891035,0.035071146
648,0.020999445,0.21917886,0.75982165
649,0.043910984,0.3181869,0.63790214
650,0.28039682,0.71152633,0.008076773
651,0.061311867,0.92416465,0.014523484
652,0.017824741,0.31451568,0.66765964
653,0.51686436,0.4653441,0.017791566
654,0.22305787,0.7662814,0.01066062
655,0.44029942,0.55452347,0.0051770704
656,0.013236082,0.27756947,0.7091944
657,0.03517171,0.2087003,0.75612795
658,0.51591694,0.45601416,0.028069012
659,0.066102624,0.89431757,0.03957984
660,0.51591694,0.45601416,0.028069012
661,0.33471107,0.6560787,0.009210357
662,0.059104364,0.9137991,0.027096396
663,0.22049648,0.77033734,0.009166133
664,0.51591694,0.45601416,0.028069012
665,0.17787366,0.6551451,0.16698115
666,0.01382148,0.3678448,0.61833376
667,0.60607797,0.3862294,0.007692592
668,0.43939975,0.51407456,0.046525702
669,0.9461647,0.050752435,0.0030827394
670,0.4318531,0.55954796,0.008599042
671,0.17625363,0.8166936,0.0070528076
672,0.15865406,0.8354808,0.005864982
673,0.028039115,0.7123092,0.25965166
674,0.031518113,0.71519995,0.25328198
675,0.17056502,0.82436943,0.0050655855
676,0.053680398,0.9159962,0.03032338
677,0.22305787,0.7662814,0.01066062
678,0.085118875,0.5663224,0.34855875
679,0.14434147,0.8407132,0.0149454605
680,0.22643645,0.7473174,0.026246026
681,0.028039115,0.7123092,0.25965166
682,0.04971068,0.6719242,0.27836522
683,0.17056502,0.82436943,0.0050655855
684,0.42758608,0.4562206,0.116193324
685,0.3313276,0.6517211,0.016951188
686,0.22049648,0.77033734,0.009166133
687,0.057599682,0.9005918,0.04180852
688,0.3313276,0.6517211,0.016951188
689,0.028039115,0.7123092,0.25965166
690,0.22305787,0.7662814,0.01066062
691,0.01700418,0.6027888,0.380207
692,0.028039115,0.7123092,0.25965166
693,0.9484815,0.0497161,0.0018022509
